ANIMAL	FATHER	MOTHER
3013	2149	2364
3014	2287	1825
3015	2126	2401
3016	2096	1741
3017	20	2066
3018	2149	2676
3019	2135	2607
3020	2701	2353
3021	2331	2365
3022	2220	2341
3023	2303	2479
3024	NA	2465
3025	2282	2362
3026	2335	2165
3027	NA	2260
3028	NA	2361
3029	NA	2409
3030	2372	2172
3031	2115	2167
3032	2126	2460
3033	2520	2337
3034	2296	2169
3035	2096	905
3036	2220	2572
3037	2705	1664
3038	NA	2163
3039	2635	2637
3040	1881	2699
3041	2255	2369
3042	69	2177
3043	NA	2356
3044	NA	2356
3045	2096	1757
3046	2096	1757
3047	2333	1259
3048	1881	34
3049	2303	2262
3050	2136	2262
3051	2335	2688
3052	2347	2549
3053	1881	1255
3054	1890	1899
3055	69	2462
3056	2372	2376
3057	2321	2376
3058	2300	2236
3059	46	2421
3060	2269	2359
3061	2335	2168
3062	2126	2644
3063	NA	1820
3064	2126	747
3065	NA	2323
3066	2287	2323
3067	2705	2064
3068	2300	30
3069	2096	30
3070	2096	1552
3071	2126	2075
3072	2136	2536
3073	2303	2355
3074	2096	2373
3075	2405	2342
3076	2282	2375
3077	2096	1072
3078	2149	2366
3079	2149	2366
3080	NA	2569
3081	1878	1665
3082	2099	2447
3083	69	39
3084	2933	1663
3085	NA	2069
3086	69	1649
3087	69	1649
3088	2331	NA
3090	2149	1225
3091	2848	1251
3092	2303	2379
3093	2282	1877
3094	2300	1877
3095	2303	2073
3096	2303	2073
3097	NA	2534
3098	NA	1882
3099	NA	1882
3100	2321	2659
3101	NA	1891
3102	2352	2804
3103	2300	2707
3104	2126	1244
3105	42	1887
3106	2354	1885
3107	2282	1885
3108	1878	1660
3109	1878	2146
3110	NA	2218
3111	2271	1784
3112	2303	1880
3113	2303	1834
3114	2115	2339
3115	2115	2339
3116	NA	2377
3117	2810	2658
3118	2115	2632
3119	2303	2612
3120	1890	1079
3121	2126	1662
3122	NA	2617
3123	2099	1876
3124	2126	2374
3125	2115	2278
3126	2680	2686
3127	2255	2292
3128	2333	2666
3129	2135	2571
3131	2271	2367
3132	2929	2178
3133	NA	2170
3134	1890	1242
3135	2126	1258
3136	2303	1666
3137	2271	NA
3139	2220	2076
3140	2155	NA
3141	2331	NA
3142	2669	NA
3143	2239	2668
3144	2303	2623
3145	2239	2611
3147	NA	2800
3148	NA	2371
3149	2702	2792
3150	2220	2647
3151	2269	NA
3152	1881	1103
3153	2269	2885
3154	2333	2640
3155	2096	2178
3157	NA	2178
3158	2624	2941
3159	NA	2860
3160	2099	2821
3162	2303	2658
3163	2126	2853
3166	2354	1097
3167	70	2671
3168	2670	2909
3169	2096	2947
3170	2099	2829
3171	2115	2349
3172	2115	2349
3174	2864	2832
3175	2331	2834
3176	41	2908
3177	1890	2706
3178	41	1262
3179	41	2807
3181	NA	2892
3183	2096	2373
3184	NA	2641
3185	NA	2903
3186	2220	2214
3187	2220	2214
3188	42	1887
3189	1881	2697
3190	NA	2523
3191	42	2651
3192	2393	2698
3194	2520	2695
3197	NA	2942
4130	NA	2653
4332	NA	NA
4748	45	NA
78	NA	NA
81	NA	NA
3198	2616	2339
3199	2269	2364
3200	3139	2341
3201	43	2176
3202	2662	2323
3203	2303	2379
3204	1587	2443
3205	2096	2821
3206	1587	2360
3207	NA	2963
3208	2303	2245
3209	42	2627
3210	NA	2431
3211	2239	2146
3212	2239	2146
3213	2096	2154
3214	2096	2479
3215	2624	2363
3216	2135	24
3217	3081	48
3218	NA	2414
3219	NA	2611
3220	2115	2066
3221	2096	2167
3222	1881	2807
3223	2149	2337
3224	1878	2829
3225	1881	2172
3226	2661	2178
3227	2126	2373
3228	2661	2373
3229	2282	2218
3230	20	1741
3231	2096	2460
3232	20	2908
3233	2606	2532
3234	NA	2651
3235	NA	2925
3236	NA	2401
3237	1881	2260
3238	2335	2361
3239	NA	2617
3240	43	2409
3241	2126	2262
3242	2126	2262
3243	2933	2607
3244	2282	2359
3245	2115	2177
3246	2099	2374
3247	2115	2632
3248	NA	2375
3249	1587	2572
3250	2709	2163
3251	2354	2706
3252	1587	2706
3253	42	1664
3254	42	1664
3255	2969	2353
3256	NA	2536
3257	NA	1665
3258	69	2369
3259	2115	NA
3260	2487	2075
3261	NA	NA
3262	2405	2644
3263	NA	2236
3264	NA	2355
3265	2709	2365
3266	2321	2365
3267	2282	2631
3268	2614	2421
3269	2115	2421
3270	2648	1876
3271	2096	1877
3272	1878	1649
3273	2709	2292
3274	2303	1891
3275	2350	2071
3276	2494	2073
3277	2494	2073
3278	2488	2707
3279	2945	2342
3280	NA	2377
3281	2126	2942
3282	69	2699
3283	2661	2641
3284	NA	2417
3285	69	2170
3286	2795	2658
3287	2282	2698
3288	2354	2695
3289	2817	2830
3290	2303	2927
3291	2115	2637
3292	2354	2376
3293	2680	2447
3294	2635	1757
3295	2350	1880
3296	2372	2064
3297	2282	2686
3298	NA	2545
3299	2099	1834
3300	2269	2931
3301	46	2278
3302	NA	2367
3303	NA	2358
3304	2115	1251
3305	2303	2676
3306	2303	2676
3307	2303	2673
3308	69	2169
3309	2271	2214
3310	2968	NA
3311	2220	2966
3312	2096	2841
3313	2269	2873
3314	1881	2275
3315	2269	2921
3316	2681	1255
3317	NA	2688
3318	2372	2668
3319	2126	2076
3320	NA	2571
3321	2661	2549
3322	2662	2534
3323	2115	2523
3324	2303	2143
3325	63	NA
3326	2945	1079
3327	2136	NA
3328	2334	NA
3329	2335	NA
3330	2321	2612
3332	1890	NA
3333	2354	NA
3334	1881	NA
3335	81	NA
3336	2115	NA
3337	2287	NA
3339	NA	NA
3340	NA	2401
3341	3028	NA
3342	NA	2684
3343	2331	NA
3344	2303	NA
3345	70	NA
3346	2540	55
3347	41	NA
3351	2303	2845
3352	2220	1103
3353	NA	2640
3354	NA	1103
3355	2303	2842
3356	2096	2842
3358	2335	2804
3359	2220	2362
3360	2303	2861
3361	1881	2885
3363	3040	2847
3364	2303	2623
3365	2287	2610
3369	2115	3088
3370	2282	2697
3371	2817	2697
3372	NA	34
3373	2372	2853
3374	2354	2860
3375	1881	2799
3376	2563	2792
3377	3074	2903
3379	42	2843
3381	NA	2834
3382	2801	2683
3384	2801	2683
3385	NA	2899
3386	NA	1663
3387	NA	2703
3388	2126	2941
3390	2282	2069
3392	NA	2171
3393	42	2787
3394	NA	2964
3396	2350	1880
3397	NA	2260
4327	2573	NA
4328	NA	NA
4556	NA	NA
4557	3078	NA
4747	NA	NA
3398	41	2170
3399	2220	2341
3400	2220	2341
3401	2303	2176
3402	2693	2066
3403	2220	2853
3404	2677	1649
3406	NA	2154
3407	2682	2236
3409	NA	2623
3410	2220	2623
3411	3211	2443
3412	3290	3214
3413	77	3140
3414	2648	3076
3415	2563	2792
3416	2096	2361
3417	2220	1664
3418	2220	1664
3419	2704	2260
3420	79	2260
3421	4748	3033
3422	2297	2627
3423	2220	2375
3424	4331	2363
3425	2331	2807
3426	2096	2245
3427	2540	3027
3428	2708	2800
3429	2239	2861
3430	NA	2697
3431	2444	2819
3432	2331	2262
3433	2331	2262
3434	2685	2903
3435	NA	2903
3436	2303	2364
3437	4556	2275
3438	2852	2376
3439	NA	3111
3440	2614	2146
3441	2662	3088
3442	2096	3048
3443	2096	2167
3444	2303	3121
3445	2331	3237
3446	37	2860
3447	NA	2651
3448	NA	3259
3449	2662	2821
3450	37	2821
3451	NA	2169
3452	2661	2465
3453	NA	2465
3454	82	2075
3455	4556	2409
3456	77	2829
3457	2680	2829
3458	2614	2178
3459	2303	2178
3460	2710	2163
3461	2459	2163
3462	4556	2572
3463	2654	2355
3464	2297	2688
3465	3325	3241
3466	2096	2842
3467	2096	2842
3468	2331	2963
3469	2331	2368
3470	NA	2612
3471	2331	2834
3472	69	2707
3473	79	2931
3474	3238	3260
3475	2297	2536
3476	NA	2169
3477	59	2631
3478	2444	2830
3479	NA	2071
3480	3341	2071
3481	2331	3250
3482	2303	2637
3483	2303	2637
3484	2220	2964
3485	84	1834
3486	69	2172
3487	61	3201
3488	82	2873
3489	72	2899
3490	37	1891
3491	NA	2377
3492	NA	2658
3493	2852	2658
3494	2331	3123
3495	NA	3123
3496	NA	2523
3497	2162	2699
3498	NA	2799
3499	2444	2073
3500	NA	2073
3501	37	2069
3502	2933	2421
3503	2540	2421
3504	2540	2843
3505	NA	2686
3506	NA	3299
3507	2709	1255
3508	NA	3309
3509	2614	2379
3510	2096	2892
3511	2096	3226
3512	2444	2339
3513	2540	3014
3514	2884	2641
3515	NA	2641
3516	NA	3264
3517	NA	2695
3518	2274	3280
3519	3142	3298
3520	83	2908
3521	NA	2366
3522	41	2214
3523	2614	3209
3524	2704	3245
3525	NA	2571
3526	2970	1877
3527	69	2698
3528	NA	3236
3529	59	3293
3530	58	24
3531	2372	2666
3532	3292	2353
3533	2973	2076
3534	2708	2787
3535	2972	2365
3536	2614	3291
3537	NA	2640
3538	2096	2447
3539	NA	2921
3540	2614	2617
3541	2614	2617
3542	NA	3307
3543	3337	2373
3544	3281	2373
3545	3261	2611
3546	2795	2941
3547	2540	3324
3548	3296	2676
3549	2661	2804
3550	NA	2143
3551	2540	2632
3552	2708	2847
3553	4328	2460
3554	3312	51
3556	NA	53
3557	NA	2653
3558	2693	2942
3559	NA	1784
3560	2606	2534
3561	2352	2784
3562	2795	1876
3563	2661	2545
3564	2795	2706
3565	2220	2673
3566	69	2367
3567	3238	2378
3568	2817	1784
3569	41	2927
3570	NA	3116
3571	2710	NA
3572	3341	2610
3573	82	2323
3574	NA	1880
3575	69	54
3576	69	54
3577	2614	2607
3578	2795	3305
3580	2220	3248
3581	NA	2369
3582	2220	2479
3583	2680	2532
3584	2691	56
3586	NA	56
3587	3230	55
3588	3345	2342
3589	84	2358
3590	69	1079
3591	2563	1665
3592	2303	57
3593	2220	1741
3594	NA	2362
3595	2709	1251
3596	NA	3259
3597	2297	2374
3599	2540	NA
3600	66	3223
3601	2348	NA
3602	70	NA
3603	2712	2292
3604	2884	2168
3605	2297	NA
3606	2614	NA
3607	82	2401
3608	2970	2898
3609	2924	NA
3610	2459	NA
3611	2709	1877
3612	2971	NA
3613	NA	NA
3615	2096	3002
3616	2812	2659
3617	NA	3273
3618	2708	3203
3619	2614	3255
3620	2563	3263
3621	2614	3242
3622	NA	3274
3623	3343	3243
3624	NA	3222
3625	NA	3221
3626	58	3239
3629	2710	2668
3630	2096	3289
3631	3240	3268
3632	2096	1262
3633	3246	3301
4131	4748	2925
4322	2540	2925
4330	NA	NA
4552	NA	NA
4553	NA	NA
4554	2149	NA
4555	2709	NA
3635	2303	2245
3636	2661	2176
3637	2606	2064
3638	3336	2792
3639	2711	3014
3640	79	2668
3641	2540	2443
3642	2614	2379
3643	2708	3237
3644	NA	3209
3645	4332	2365
3646	2691	2146
3647	58	3123
3648	69	2534
3649	2662	2610
3650	NA	2666
3651	2680	2066
3652	4131	3088
3653	2096	2847
3654	2711	2640
3655	3306	2262
3656	2220	2262
3657	2704	3202
3658	2096	2260
3659	69	2821
3660	79	2465
3661	2372	3121
3662	2710	3236
3663	82	2362
3664	NA	3222
3665	2096	2364
3666	2704	1741
3667	2704	1741
3668	2540	2807
3669	NA	2323
3670	61	2323
3671	2965	3199
3672	2220	2363
3673	2662	56
3674	2969	2697
3675	46	2697
3676	69	2401
3677	NA	2154
3678	2606	3319
3679	2274	2373
3680	2274	2373
3681	2279	2611
3682	2096	3324
3683	47	2623
3684	NA	2834
3685	2795	2460
3686	2662	2409
3687	3142	2409
3688	2372	3214
3689	83	2804
3690	NA	3263
3691	2712	2800
3692	72	2631
3693	58	2612
3694	69	2632
3695	2357	3129
3696	2662	2861
3697	2624	2172
3698	3322	3242
3699	2540	2651
3700	2704	2572
3701	2096	2607
3702	2303	2637
3703	2279	2637
3704	2795	2829
3705	46	3289
3706	2709	73
3707	2709	73
3708	3575	3048
3709	2279	2931
3710	2372	3250
3711	NA	3282
3712	NA	2169
3713	NA	2366
3714	58	2366
3715	2710	2369
3716	2614	2706
3717	2614	2853
3718	2096	2842
3719	2220	2075
3720	72	3260
3721	3283	2167
3722	72	2830
3723	2303	2236
3724	61	2841
3725	2704	2549
3726	NA	2178
3727	3302	2178
3728	2795	2367
3729	3475	2941
3730	2645	2375
3731	NA	2871
3732	41	2278
3733	2681	2898
3734	72	2843
3735	2691	1649
3736	2685	3076
3737	58	2695
3738	2708	2377
3739	2220	2908
3740	2220	2908
3741	3317	2658
3742	2708	2658
3743	2708	2536
3744	2972	2617
3745	3339	2617
3746	2540	2353
3747	2540	2873
3748	82	3221
3749	2817	2177
3750	83	3009
3751	2704	2683
3752	NA	2683
3753	3317	30
3754	2220	3326
3755	82	2906
3756	2662	2214
3757	3261	2686
3758	4129	2799
3759	82	2168
3760	2685	2860
3761	NA	2361
3762	2540	2292
3763	NA	2921
3764	2220	2073
3765	3410	2073
3766	NA	2684
3767	NA	1666
3768	2711	2374
3769	2540	2698
3770	41	2076
3771	NA	NA
3772	3112	2787
3773	2884	1891
3774	2709	2899
3775	2648	2447
3776	2540	2447
3777	2239	1877
3778	3337	3533
3779	2220	2358
3780	2220	2358
3781	2817	57
3782	72	3002
3783	2709	2703
3784	2711	55
3785	3551	2337
3786	3318	3027
3787	NA	2673
3788	2709	2341
3789	70	2707
3790	3451	3307
3791	4129	2699
3792	2494	2676
3793	2795	2676
3794	46	1880
3795	47	1663
3796	2884	51
3797	79	NA
3798	2096	2359
3799	2444	NA
3800	72	2641
3801	2494	2641
3802	2614	1834
3803	2693	2545
3804	63	2170
3805	3320	NA
3806	2239	3303
3807	2096	2275
3808	2540	75
3809	3296	3255
3810	2693	2342
3811	2096	3203
3812	NA	54
3813	NA	54
3814	NA	2963
3815	2645	2421
3816	2459	3111
3817	NA	2784
3818	70	2942
3819	41	2903
3820	2348	2892
3821	2662	2964
3822	2710	NA
3823	84	NA
3824	58	NA
3825	2540	NA
3826	2884	3140
3828	47	2505
3829	2614	3248
3831	2303	3522
3832	84	3330
3833	2303	2245
3836	3230	3293
3837	58	3276
3838	2096	2479
3839	2648	3259
3840	NA	3224
3841	NA	3300
3842	NA	3473
3843	2712	3552
3844	2344	3416
3845	3339	3438
3847	2884	3473
3848	NA	2163
3849	NA	2163
3851	NA	3440
3852	NA	3232
3853	3320	3201
3855	3251	3268
3858	2303	3291
3861	2096	3606
3866	72	2071
4103	2661	2627
4104	2924	2644
4105	79	NA
4132	2702	NA
4133	3286	NA
4134	70	NA
4303	NA	NA
4308	NA	NA
4326	2970	NA
4521	NA	NA
4546	NA	NA
4547	2709	NA
4548	2924	NA
4549	NA	NA
4550	NA	NA
4551	NA	NA
5695	NA	NA
3878	2444	2861
3879	NA	3730
3880	65	2066
3881	2680	2176
3882	2852	3237
3883	3295	51
3884	2662	2627
3885	2933	2379
3886	2662	2800
3887	2795	3123
3888	3318	3140
3889	2812	3260
3890	2708	3440
3891	2540	2623
3892	3333	3552
3893	2856	2617
3894	2540	2421
3895	3271	2421
3896	2693	2163
3897	2933	3571
3898	3141	3276
3899	3442	2146
3900	2096	2146
3901	2970	3222
3902	3306	3577
3903	3344	2572
3904	3327	3202
3905	2540	2154
3906	3306	2804
3907	2662	2847
3908	3142	2178
3909	2795	2706
3910	2662	2409
3911	4129	3239
3912	3333	2610
3913	3343	3300
3914	2444	3214
3915	2795	2637
3916	2708	2637
3917	47	2353
3918	47	2353
3919	3341	2668
3920	77	3478
3921	2709	2245
3922	2970	2821
3923	2372	3445
3924	NA	2460
3925	NA	2963
3926	4552	2963
3927	2662	2260
3928	2971	3236
3929	2372	75
3930	2708	2076
3931	82	2369
3932	2444	2834
3933	2444	2834
3934	NA	3314
3935	NA	3314
3936	67	2853
3937	80	2941
3938	2540	2941
3939	2662	2073
3940	47	2073
3941	2372	3009
3942	2624	2476
3943	3545	3289
3944	2693	2640
3945	2708	2860
3946	3320	68
3947	2662	2549
3948	3317	2611
3949	2563	3291
3950	2693	2861
3951	2965	3255
3952	NA	2707
3953	2795	2707
3954	83	2829
3955	61	2275
3956	NA	2903
3957	3531	3209
3958	2708	3319
3959	2709	2401
3960	2614	3221
3961	83	2807
3962	65	2536
3963	2971	2697
3964	2970	2697
3965	NA	3307
3966	NA	2631
3967	NA	2666
3968	2444	2695
3969	3141	3250
3970	NA	2342
3971	2693	2479
3972	61	2262
3973	61	2262
3974	2372	2931
3975	3346	2375
3976	2372	2607
3977	NA	3428
3978	3262	3223
3979	2812	2364
3980	2662	2168
3981	2540	2632
3982	2880	3242
3983	NA	2908
3984	72	2676
3985	2372	30
3986	2970	3443
3987	NA	2684
3988	NA	3326
3989	NA	2534
3990	3347	2799
3991	47	3259
3992	NA	2167
3993	2708	3048
3994	2096	2873
3995	2494	2898
3996	2965	3199
3997	2973	2885
3998	2973	2885
3999	61	3282
4000	46	2787
4001	NA	3490
4002	2693	2075
4003	4129	3027
4004	72	2699
4005	2614	2843
4006	NA	2843
4007	83	3248
4008	3556	3324
4009	2972	2819
4010	2969	2906
4011	47	2177
4012	84	3129
4013	79	2236
4014	2680	3014
4015	3794	2376
4016	2933	3420
4017	3671	2651
4018	82	2644
4019	2331	2362
4020	3344	3564
4021	2372	2683
4022	83	2323
4023	83	2323
4024	2096	2892
4025	3783	3265
4026	62	3272
4027	2708	2069
4028	2708	2069
4029	82	2921
4030	82	2921
4031	NA	3203
4032	3406	2361
4033	3296	3431
4034	2933	2218
4035	3271	2278
4036	2540	2703
4037	NA	74
4038	3797	74
4039	2662	3224
4040	79	2377
4041	2817	3111
4042	2709	2964
4043	NA	2673
4044	82	1880
4045	2540	2292
4046	3320	2447
4047	3320	2447
4048	2708	2686
4049	3317	2686
4050	4327	2358
4051	47	3567
4052	2795	1834
4053	2710	3273
4054	79	2378
4055	NA	2214
4056	NA	2214
4057	3295	2899
4058	2352	3232
4059	NA	2337
4060	NA	3607
4061	4131	3592
4062	2693	2942
4063	NA	4522
4064	2662	3198
4065	3549	3748
4066	NA	2571
4067	72	3753
4068	2970	3533
4069	79	4304
4070	47	3548
4071	2096	3538
4072	2614	1876
4073	NA	2443
4074	2968	2612
4075	NA	3316
4076	3318	2360
4077	2709	3002
4078	2662	2842
4079	2662	2842
4080	2662	3471
4081	3302	3330
4082	2693	3201
4083	3142	2617
4085	78	3677
4086	2965	4306
4087	NA	3725
4088	3612	2853
4089	2708	3469
4090	2372	2443
4092	2710	2505
4094	2614	3692
4100	2817	3704
4106	NA	3088
4107	2096	2830
4108	NA	2071
4109	2969	3559
4110	2933	3268
4111	3772	2170
4112	NA	3589
4113	2693	2545
4114	NA	3563
4115	NA	3303
4116	NA	2784
4117	3141	2367
4118	79	2927
4119	46	2871
4120	2852	54
4121	3613	2966
4122	2614	3033
4123	3292	3786
4124	3230	57
4125	3320	3121
4126	3318	3076
4135	2540	2698
4136	2357	3100
4137	NA	2174
4139	2795	3328
4140	2972	NA
4141	NA	NA
4142	2563	NA
4143	2933	3301
4144	2970	NA
4147	84	NA
4149	84	NA
4321	3227	NA
4545	NA	NA
5696	2924	NA
5720	NA	NA
4150	61	2379
4151	3310	2829
4152	77	2804
4153	2709	2479
4154	4129	51
4155	3731	3440
4156	3142	3209
4157	2709	2364
4158	72	3201
4159	3286	2853
4160	2856	3222
4161	NA	3552
4162	4134	3324
4163	2933	3319
4164	82	3214
4165	3514	3533
4166	3142	3571
4167	2662	3002
4168	3290	3330
4169	NA	2607
4170	2970	3300
4171	61	2847
4172	2708	3202
4173	72	3259
4174	2972	3048
4175	82	2245
4176	2708	2323
4177	2614	2262
4178	3700	3123
4179	3341	3471
4180	82	2683
4181	3327	3221
4182	4129	3681
4183	NA	3469
4184	2969	2861
4185	3514	2800
4186	82	2807
4187	82	2807
4188	NA	3111
4189	2708	3414
4190	3568	2668
4191	3947	3009
4192	2239	3232
4193	NA	3291
4194	NA	3282
4195	3345	2841
4196	3286	3289
4197	3325	3445
4198	NA	3248
4199	2614	2706
4200	72	2375
4201	2709	3129
4202	4129	3203
4203	2708	2830
4204	83	2549
4205	3612	2834
4206	2708	2834
4207	3700	2684
4208	NA	2787
4209	4129	3564
4210	2708	3255
4211	4555	53
4212	4130	2931
4213	3345	2860
4214	2709	3265
4215	4748	3420
4216	66	3076
4217	2662	3250
4218	4141	2342
4219	NA	3223
4220	3906	3609
4221	61	3592
4222	2972	54
4223	2709	2799
4224	2709	2908
4225	67	2908
4226	66	3237
4227	3711	3224
4228	2662	3268
4229	NA	2699
4230	NA	3538
4231	4328	3443
4232	NA	2873
4233	3447	3607
4234	2969	2460
4235	3346	2659
4236	2662	2892
4237	2933	2942
4238	NA	2686
4239	47	3589
4240	2709	3273
4241	2709	2703
4242	2710	3121
4243	3442	3704
4244	NA	3316
4245	NA	3583
4246	NA	4300
4247	NA	4300
4248	3345	3759
4249	83	4301
4250	67	3567
4251	2681	3198
4252	3344	3771
4253	NA	2927
4254	4141	2784
4255	2662	3473
4256	3345	3303
4257	2856	3314
4258	2933	3738
4259	NA	2066
4260	3286	2367
4261	47	2367
4262	82	3490
4263	82	2377
4264	3509	3307
4265	61	3328
4266	3253	2698
4267	NA	2627
4268	47	75
4269	3295	2505
4272	2708	3428
4273	3281	4303
4275	2970	4104
4276	2708	3725
4277	NA	3260
4280	NA	3330
4281	2973	4103
4283	4129	3662
4284	2970	3885
4286	NA	3748
4287	2459	3636
4288	2662	3641
4289	NA	3782
4290	4332	4305
4291	NA	3762
4292	3267	4106
4293	NA	2631
4294	3442	4004
4295	NA	2925
4296	4326	2963
4297	2645	3279
4298	2239	2676
4299	NA	2963
4309	2933	2174
4310	2970	4121
4311	2969	4304
4312	2239	3236
4313	2459	3659
4314	2968	4322
4315	2239	4306
4316	3261	3468
4317	NA	2673
4318	66	3488
4319	NA	3326
4320	2933	2640
4323	NA	NA
4324	3261	NA
4325	3442	NA
4503	3545	NA
4533	2606	NA
4534	2971	NA
4535	NA	NA
4536	NA	NA
4537	65	NA
4538	NA	NA
4539	4056	NA
4540	NA	NA
4541	NA	NA
4542	61	NA
4544	NA	NA
4719	NA	NA
4741	3286	NA
4742	4554	NA
4743	3442	4301
4744	2563	NA
4745	3327	3234
4746	NA	NA
5406	NA	NA
5408	NA	NA
5417	NA	NA
5710	4554	NA
6062	72	NA
6063	NA	NA
6075	NA	NA
6310	2274	NA
6315	NA	NA
4333	3318	2941
4334	3318	2941
4335	2973	2460
4336	3346	3289
4337	2973	3248
4338	4222	3440
4339	3346	3009
4340	4156	3088
4341	3318	2800
4342	3711	2379
4343	3318	75
4344	3442	3201
4345	4328	3945
4346	3306	3881
4347	3318	2262
4348	4209	2262
4349	4559	3552
4350	4332	3552
4351	NA	2861
4352	2969	2861
4353	4328	3659
4354	2709	3478
4355	4552	2829
4356	3442	2829
4357	4546	3533
4358	61	4106
4359	77	3428
4360	61	2607
4361	77	2931
4362	3318	2847
4363	4328	3202
4364	4559	4104
4365	4555	4306
4366	2971	3968
4367	3306	2830
4368	4332	3076
4369	3799	3420
4370	4559	3324
4371	4545	4008
4372	3700	4004
4373	3317	2841
4374	61	2364
4375	4552	3469
4376	4131	3224
4377	3311	2804
4378	4332	3445
4379	77	3759
4380	61	2631
4381	77	4051
4382	2709	3954
4383	NA	2549
4384	NA	3330
4385	3799	3236
4386	2971	4217
4387	3799	3725
4388	4328	2834
4389	77	2834
4390	3442	3222
4391	4131	3222
4392	77	2699
4393	4209	3123
4394	4328	2683
4395	3612	3250
4396	3442	2479
4397	4332	3203
4398	61	2807
4399	3317	2640
4400	4553	2908
4401	4553	2908
4402	4331	2323
4403	4331	2323
4404	4328	3431
4405	3346	3300
4406	61	2706
4407	61	2706
4408	4546	3885
4409	61	2807
4410	3285	2668
4411	4332	3282
4412	NA	3303
4413	4327	3259
4414	4177	3214
4415	4537	2853
4416	3442	3651
4417	4553	3471
4418	3346	3471
4419	4332	3316
4420	4327	3636
4421	4747	NA
4422	4747	NA
4423	4325	3771
4424	4545	2819
4425	4550	4103
4426	3281	3641
4427	3292	3221
4428	2709	3221
4429	4546	3443
4430	2971	3662
4431	4559	4305
4432	4559	3734
4433	2971	3564
4434	3612	3111
4435	4553	3762
4436	4328	3704
4437	4330	3473
4438	3318	2873
4439	NA	4166
4440	NA	3237
4441	NA	54
4442	5406	54
4443	3318	3538
4444	2645	3268
4445	2709	2627
4446	4521	3255
4447	4521	3255
4448	4191	3209
4449	4330	3748
4450	2971	3592
4451	NA	4322
4452	NA	2707
4453	NA	2963
4454	2971	2377
4455	3593	3314
4456	4539	3414
4457	4210	3609
4458	4330	3232
4459	NA	2787
4460	4559	3796
4461	2645	3607
4462	NA	3490
4463	45	3260
4464	3285	2686
4465	3593	3291
4466	4328	3291
4467	4188	3567
4468	4324	3567
4469	4262	2342
4470	NA	3265
4471	4553	2367
4472	4534	4170
4473	4546	3198
4474	4216	3307
4475	4521	2927
4476	3442	4187
4477	NA	4256
4478	3318	4068
4479	3296	2245
4480	4203	3201
4481	4553	3275
4483	3318	4169
4484	4328	2066
4485	6310	4161
4486	4230	4153
4487	4131	4151
4489	4131	4195
4490	NA	4259
4491	4185	3268
4492	4159	4212
4493	4332	4155
4494	3711	4242
4496	3318	4314
4497	4332	4243
4498	NA	4257
4499	4209	4261
4500	3658	4183
4501	4332	4238
4502	NA	4232
4504	3281	4193
4505	2971	4239
4506	3292	2368
4507	3286	3328
4508	4254	4250
4509	4188	3589
4510	2971	2784
4511	3317	3782
4512	4539	2401
4513	3612	4317
4514	3612	3326
4515	4328	3301
4516	4560	3488
4517	NA	4522
4518	3286	2892
4519	77	2892
4520	3612	3468
4524	3658	3121
4525	NA	3583
4527	4552	2653
4528	4550	NA
4529	3318	2942
4530	4553	NA
4531	4556	NA
4532	4556	NA
4562	4554	4304
4687	4328	3129
4688	3612	3559
4689	4332	3692
4690	NA	3223
4734	NA	3319
4735	4235	3681
4736	4330	NA
4737	4745	NA
4739	4741	4226
4740	4329	NA
5239	NA	NA
5240	NA	NA
5250	3292	4190
5404	NA	NA
5409	NA	NA
5410	4331	NA
5415	81	NA
5416	3346	NA
5714	NA	NA
5721	4156	3234
6073	NA	NA
6074	NA	NA
6282	77	NA
6325	NA	NA
9999131	4552	NA
9999130	4554	NA
9999129	4555	NA
9999128	4556	NA
9999126	NA	4321
9999124	4328	NA
9999117	NA	NA
9999116	2971	NA
9999114	4556	NA
9999112	4332	NA
9999106	4561	NA
9999105	5406	NA
9999104	4556	NA
9999102	2645	NA
999998	NA	NA
999997	4557	NA
999995	3658	NA
999994	NA	NA
999993	4556	NA
999991	4533	NA
999990	4556	NA
999981	4557	NA
999978	NA	NA
999977	2971	NA
999975	3442	3662
999973	NA	NA
999970	3285	NA
999969	61	NA
999967	NA	NA
999966	4546	NA
999961	4554	NA
999958	61	NA
999950	2709	NA
999946	4553	NA
999945	4554	NA
999944	5408	NA
999942	5409	NA
999937	4163	NA
999935	2971	NA
999931	4556	NA
999927	4205	NA
999926	61	NA
999925	2709	NA
999921	4329	NA
999920	5695	NA
999913	4538	NA
99998	4561	NA
99996	4747	NA
99993	3799	NA
4563	NA	2941
4564	4557	2323
4565	4332	3725
4566	4332	2364
4567	4553	2941
4568	4179	3203
4569	2971	3268
4570	4552	3268
4571	3442	3968
4572	4323	3291
4573	4381	3471
4574	4205	3471
4575	4740	3589
4576	4209	2861
4578	4172	3567
4579	4332	4217
4580	4327	4529
4581	3286	2829
4582	4536	4395
4583	3593	3255
4584	4552	4051
4585	6062	3589
4586	4549	2686
4587	4737	3567
4588	3799	4250
4589	4203	4441
4590	4262	2684
4591	61	2367
4592	4159	2706
4593	4531	2683
4594	NA	2460
4595	3556	3428
4596	4235	3282
4597	4554	4243
4598	4555	3641
4599	77	3607
4600	4548	3704
4601	3556	NA
4602	4172	4366
4603	61	4193
4604	4555	3255
4605	4551	4261
4606	4177	3564
